uid,NumberOfFollowers,NumberOfFollowing,NumberOfTweets,Label,Screen Name,Name
198678682,254,170,5217,Legitimate User,Missloretta83,Lorena Foti
199147059,9,37,30,Legitimate User,Kekkodux,Francesco Calaprice
199597851,80,145,2894,Legitimate User,andreamazzon73,andrea mazzon
200293129,205,770,4140,Legitimate User,stopardi00,vito stopardi
200482073,82,128,324,Legitimate User,mc_mauw,M
201012406,219,383,5315,Legitimate User,DaniGost,Il Gosth
202244649,193,879,593,Legitimate User,pensoedico,sotroppfort
202555952,1377,693,18860,Legitimate User,paola_faravelli,paola faravelli
203107523,193,117,1806,Legitimate User,SweetAfa,Alberto Barosco
204299339,45,289,1096,Legitimate User,AndRinal,And Ri
204480603,286,1625,759,Legitimate User,ABascu80,AndreaBascucci Bascu
206615715,1249,886,5311,Legitimate User,EveBlissett,Eve's Lost Control
209128079,126,273,903,Legitimate User,paolodalfonso,Paolo D'Alfonso
209559462,14,38,360,Legitimate User,artmario1,mario damiano
209733883,786,834,7227,Legitimate User,m_ioia,ioia
210459173,1084,899,19620,Legitimate User,purpleleni,El
210483287,102,219,595,Legitimate User,everybodyLies89,Simone My
210514893,105,547,1215,Legitimate User,martyuccia46,martina salsa
211487690,430,546,634,Legitimate User,ManfrediLombard,Manfredi Lombardo
211904475,1230,1428,2941,Legitimate User,mrta75,Marco Trotta
212175167,336,787,3784,Legitimate User,gruggieri,gianluca ruggieri
212292079,12,66,185,Legitimate User,emilionapo,Emilio Napoletani
212724606,42,148,288,Legitimate User,salernoparadise,†UpInTheAir†
212953427,58,256,440,Legitimate User,GiorgioGuerra,Giorgio Guerra
213061611,97,348,1799,Legitimate User,Marci14V,Vetere Marcello
215216086,4878,5335,1200,Legitimate User,megstudio,psicoblogger.it
216361529,152,193,1336,Legitimate User,MikeSimdona,Vito Creamy
216790973,95,89,648,Legitimate User,gloriazurlo,gloria zurlo
217350735,77,178,225,Legitimate User,paolinasca,Paolina Scalisi 
218071279,87,171,276,Legitimate User,Ludevine9,Jane austen
218092490,37,660,892,Legitimate User,aleaga12,Alessandro Agazzi
219346690,209,1163,4775,Legitimate User,S_Biasiucci,Stefano Biasiucci
219617010,111,528,446,Legitimate User,LauraTrudu,Laura Trudu
221173559,834,993,1580,Legitimate User,AlmaHitchcock,Elena Caruso
221690177,143,276,2541,Legitimate User,il4fili,Francesco Ciacci
221742699,41,175,205,Legitimate User,iakughan,Vittorio Bartoli
223533298,75,290,982,Legitimate User,MikBusc,Rosalia
223840972,86,185,630,Legitimate User,danilobattaglia,Danilo Battaglia
225045616,99,163,512,Legitimate User,mony_abby,mony | carelli
225323618,313,646,6566,Legitimate User,ManuSsn,manuSsn
226197498,1119,1529,16432,Legitimate User,elisabettacec,♡ElisДཻbettДཻ♡
226964193,260,350,16490,Legitimate User,EarthquakeMG,~Endlessly~
227817668,11,93,26,Legitimate User,MrChiaa,ChiaraEleonora Scano
228056042,161,195,9317,Legitimate User,LordFahrenheit,Enrico Vicari
228306355,68,267,891,Legitimate User,Stefy_Arry,Stefania Arrigoni
228708687,107,98,1325,Legitimate User,nicoldallemolle,NicolÃ² Dalle Molle
229298733,193,320,2186,Legitimate User,mauroberlanda,Berlanda Mauro
229758375,62,157,1924,Legitimate User,fonzo685,Alfonso Flauto
231058132,27,54,189,Legitimate User,Ronkyronk,Cristiana
231377654,378,662,3316,Legitimate User,miss_misticfall,Sara sweet
232560751,2436,1978,10677,Legitimate User,Grace19732012,Grace
233245609,79,360,1080,Legitimate User,r_grossi,Roberto Grossi
233287464,129,340,1828,Legitimate User,MazziniR,Roberto Mazzini
234715592,29,105,798,Legitimate User,Lis3rt,Luigi Spota
235303172,68,122,642,Legitimate User,Sherryudarling,Sara Kaito
237747438,101,229,2818,Legitimate User,Mipicci,Michela Piccirillo
238107344,105,230,1260,Legitimate User,FlavioTroja,Flavio Troia âœ©âœ©âœ©âœ©âœ©
240346934,132,892,4279,Legitimate User,Deiv90,Davide Cantire
242064566,166,417,49,Legitimate User,borzilidia,Lidia Borzi
242123621,72,112,362,Legitimate User,vincevenerito,Vincenzo Venerito
242301103,396,962,3427,Legitimate User,gkorps,cristiano gianangeli
242319331,24,137,52,Legitimate User,Mikeleiervolino,Michele Iervolino
242341704,1057,1433,24423,Legitimate User,GiadinaBii,ilmioPoetaFrancesco♥
243891976,257,1462,1670,Legitimate User,Chrisrokk77,Cristiano Bozzoli
244625605,80,346,1206,Legitimate User,aler29,aleresc
245306807,150,137,2161,Legitimate User,confusa_mente,rossana soldano
245430145,148,488,518,Legitimate User,fabbiobbruno,fabio bruno
245953131,66,662,1379,Legitimate User,Alby6666,Alberto Imbrosci
245970658,269,253,3332,Legitimate User,martuzzaa,martola ⚓
246208736,111,163,4235,Legitimate User,M_Fubo,Michele Fubo Buso
246886628,75,160,1075,Legitimate User,AmedeoTomassi,Mago Evón
249122012,35,316,438,Legitimate User,Jacopo2111,Jacopo Carione
249692862,14,50,103,Legitimate User,alicirene,Francesca Pierangeli
250171190,597,1994,2053,Legitimate User,JoeMFZB,Giovanni Mele
250842076,48,123,639,Legitimate User,uscitedentro,Gianpaolo
250851165,102,90,3863,Legitimate User,FabrizioLambert,Fabrizio
251313896,54,109,1573,Legitimate User,crikke90,Cristina Noferi
251500925,20,22,506,Legitimate User,MichaelGhiri,Michael Ghiringhelli
252516822,118,275,1823,Legitimate User,Bioeconet,Alberto Berton
252686122,39,74,1598,Legitimate User,444lux,Requiem
253281330,68,143,768,Legitimate User,jadelettra,Giada Ma
254558097,64,427,1350,Legitimate User,luigiaG,Luigia Gagliardi
255656786,338,400,2386,Legitimate User,DebbyArts,♡ D e b o r a ♡
256598881,311,904,741,Legitimate User,emimusco,emi muscogiuri
256689270,47,73,217,Legitimate User,fnucera,Ciccio Nucera
257399906,256,490,1550,Legitimate User,mary_nich,▪alegnaιraм▪
258762800,23,106,438,Legitimate User,lafatafrancy,Francesca Piermartir
259160079,94,361,2074,Legitimate User,FiammaMo,Fiamma
259428725,65,235,1188,Legitimate User,davidexy,Davide
259773527,136,222,2698,Legitimate User,cassijunior,RenaCassi
259894552,70,255,1347,Legitimate User,angelinimattei,simone26
259934562,141,599,1148,Legitimate User,_nocciolino,Massimo Noce
260636096,156,516,3511,Legitimate User,giulialoporto,Giulia Lo Porto
260693820,172,370,3693,Legitimate User,iPhabi,iPhabi
261223538,658,701,9950,Legitimate User,Sabryy_G,Sabrina G
262100774,516,801,15238,Legitimate User,francescosgold,francesco santoro
262165317,19,53,195,Legitimate User,MartinaDolfi,MartyFairy
262199092,155,285,3053,Legitimate User,_neardeath,federica.
262235136,141,249,1086,Legitimate User,jessyzo,Jessica 
262328083,70,202,977,Legitimate User,HankPrime,Hank Prime
262898875,289,201,2846,Legitimate User,merissimissima,Mariachiara Pezzotti
263278290,66,236,948,Legitimate User,pietrodinoia,Pietro Dinoia
264333523,191,778,3134,Legitimate User,h3v1l,Luigi Bonifacio
264801154,189,313,2171,Legitimate User,CarmenColas,Carmen Colasuonno
265419912,230,273,1583,Legitimate User,Ambrozza,Ambra Manella
265529493,40,56,69,Legitimate User,gianlus90,gianluca paris
268773741,88,281,2177,Legitimate User,daniele_780,Daniele Qualcosa
269535022,778,1999,1848,Legitimate User,primodevecchis,Primo De Vecchis
270472440,93,159,2230,Legitimate User,zulibuli,Giulia Pulcinelli
271032827,30,314,165,Legitimate User,martiontheroad,marti
272876921,937,1491,17681,Legitimate User,RFURESI,ROBERTO FURESI
273686840,611,745,5845,Legitimate User,Fedbindi,Federiga bindi
274536794,93,239,3144,Legitimate User,Klapask,Simone Schirru
279139861,260,522,5544,Legitimate User,youresosolid,El
279147035,237,358,556,Legitimate User,cinziadimartino,Cinzia Di Martino
279211405,757,263,660,Legitimate User,fraoc70,Francesco Occhetta
279461605,95,396,331,Legitimate User,GiuliaColombo21,Giulia Colombo
279557700,158,413,4633,Legitimate User,millyjana,emilia cividini
279644158,1103,1999,13511,Legitimate User,jshorebelieber,smile justin†
282738890,33,523,4,Legitimate User,G_DeGaspari,Giacomo De Gaspari
283521316,49,97,1420,Legitimate User,iToni_,Toni Belloveso Crux
283906965,190,275,1277,Legitimate User,Sunofyork,Angela Castellano
284481700,591,899,2692,Legitimate User,acardi80,Andrea Cardinale
284657297,63,428,2882,Legitimate User,lostrappo,francesco tannoia
285724171,90,137,2500,Legitimate User,Debss_W,Debbie
286790717,49,79,847,Legitimate User,Ducky_M,Marco
286798567,866,1524,19978,Legitimate User,foreverlogans,me
287557719,38,71,668,Legitimate User,SDA40,tempodistratto
288148846,122,342,2388,Legitimate User,tetsuya204,Andrea
288798453,47,315,146,Legitimate User,SamuelMollica,Samuel Mollica
289859824,184,204,4542,Legitimate User,ClaGonnelli,Claudia Gonnelli
290723075,560,661,22679,Legitimate User,MaurizioPinto1,Maurizio Pinto ⊙_⊙
290734286,104,190,6151,Legitimate User,marydibby,mary di bella
291290779,78,209,576,Legitimate User,Lorenzo_Dedalus,Lorenzo Taiarol
291314239,8,78,129,Legitimate User,PierBoggio,Pier Boggio
291403211,353,582,8784,Legitimate User,__Eliiiiiiiiiii,Elisa De Arcangelis
292565648,93,287,2291,Legitimate User,Jo_Condor,Luca Baietti
292577710,17,72,145,Legitimate User,Zwitzerer,Yannick Anné
292912980,207,414,1029,Legitimate User,Luca_R,Luca R
293394867,751,1953,16722,Legitimate User,conradg23,Tyler ha votato 5âœ©
295168932,319,1027,1406,Legitimate User,tonio_mantriota,antonio mantriota
295788103,852,1409,18528,Legitimate User,alessiosoardi,alessio soardi
295961505,82,92,1166,Legitimate User,CanaleDaniele,Giuseppe Canale 
296876973,384,1172,3266,Legitimate User,danemblog,EmanueleRossi
296999433,34,88,507,Legitimate User,Claudia_Klu,Claudia.K
298018338,143,213,1019,Legitimate User,TizianaRicci,Tiziana Ricci
298459779,203,441,1401,Legitimate User,JLoneliness,Jess - Freak - L.
298489056,97,255,203,Legitimate User,rosa_francesca,francesca rosa
299837277,533,51,3866,Legitimate User,andrealatino,Andrea Latino
299837762,284,362,669,Legitimate User,LellaDarlene,Lella La Rosa
300796010,396,1158,1128,Legitimate User,LittleEzio,little_ezio
300838107,43,101,986,Legitimate User,MelaMarc,Carmela Marcantonio
302114763,139,176,638,Legitimate User,rickymeneghini,Riccardo Meneghini
305386550,26,55,124,Legitimate User,clapas66,claudio pasqualucci
305553835,13,28,108,Legitimate User,GbThreepwood,Guybrush Threepwood
305551682,181,237,6532,Legitimate User,glorialuvdd,â˜†â€¢Â°â€¢ Glolux â™¡ â€â€¢Â°â€¢â˜†
307790129,77,344,899,Legitimate User,GabriApples,Gabriele Angelo Mele
308151060,262,685,1878,Legitimate User,gborruso,Giuseppe Borruso
308672071,348,491,8639,Legitimate User,TeoOrlando,Teo Orlando
309800578,77,200,842,Legitimate User,giovannidevivo,giovanni de vivo
310250028,112,137,1911,Legitimate User,FabioMosca1989,Fabio Mosca
310401703,21,79,20,Legitimate User,valentinaaramu,Valentina Vavi Aramu
310496499,383,1828,6652,Legitimate User,FabrizioBratta,Fabrizio Bratta 
311394394,57,276,1587,Legitimate User,turtlemarta,TurtleMarta
311505461,71,259,24,Legitimate User,NicoloEsseics,Nicolò Turco
314030119,95,255,1766,Legitimate User,alicepesenti,Alice
314922007,30,46,77,Legitimate User,guiduka86,Guido Capozzi
315436528,426,653,3119,Legitimate User,Pasqualekbruno,The Lord of the Rats
318661130,207,868,2642,Legitimate User,riderperugia,cesare barbanera
319054277,62,346,1780,Legitimate User,gionni1974,Giovanni Scazziota
319091474,42,139,293,Legitimate User,ColomboDaniele,Daniele Colombo 
320880780,62,388,853,Legitimate User,nunziarusso1,nunzia russo
321266890,262,323,1843,Legitimate User,F_Jeena,Jeena
321281383,159,227,2222,Legitimate User,IldiShelna,Ildi Shelna
321425967,1158,550,1171,Legitimate User,AndreaSantagata,Andrea Santagata
322587980,40,248,178,Legitimate User,NicolaRoscio,Nicola Roscio
323379897,131,356,2069,Legitimate User,luciano_crocco,luciano_crocco
323809354,83,211,373,Legitimate User,sdalpi,Sandro Dal Piano
323937090,78,272,2368,Legitimate User,msmischi,Stefano Mischi
324440293,76,396,825,Legitimate User,federico_fab,CrazyHorse
325551297,12,41,173,Legitimate User,MaurizioPl,maurizio placido
326054560,138,429,530,Legitimate User,FabioNota1,Febbio
327397233,76,213,608,Legitimate User,Frara87,Francesco Aragona 
327510902,39,180,266,Legitimate User,DanieleGiang,Daniele Giangiulio
329008715,29,114,58,Legitimate User,MyLifeAs_Lils,Laura Spadafora
329103684,106,242,1133,Legitimate User,AlessandraRuss1,Alessandra Russo
330202919,17,96,154,Legitimate User,GiuliaZangrando,Giulia Zangrando
330327779,60,289,1225,Legitimate User,de_lueric_104,giobovic
331312863,328,1435,998,Legitimate User,ilaria_33,ILARIA 
331875962,88,613,1280,Legitimate User,carnabucithomas,Thomas Carnabuci
332389973,332,351,2391,Legitimate User,Pinelli_Matteo,Matteo Pinelli
332699729,49,84,301,Legitimate User,MichelChasseur,Michel Chasseur
335208230,59,165,3098,Legitimate User,AlePescatori,Alessia Pescatori
335832794,177,323,1167,Legitimate User,dnmarchi,Daniele
335837698,54,153,250,Legitimate User,Tyna_M,Martina Tyna Romano
336406661,148,232,1681,Legitimate User,gecla5,Jay
337161930,225,290,3717,Legitimate User,wollytavolazzi,Valerio Tavolazzi
338284756,31,121,199,Legitimate User,roxanne_lol,Rossana Carenzi
339058002,30,58,402,Legitimate User,rappa94,Emanuele Rappa
340346783,333,678,2453,Legitimate User,IlaFabb,Ila1893
340364061,51,317,6595,Legitimate User,Cami_o_LaNoia,Camilla Oblomova †
340396112,263,1627,219,Legitimate User,gifarchitecture,gi-f architecture
340951450,55,100,991,Legitimate User,GioVanja,Giovanna Stringile
341339579,138,181,2549,Legitimate User,_shinymoon_,Laura Tiberio
343307517,24,99,344,Legitimate User,LemonsHunter,Daniel Yuma Testa
343473585,55,90,657,Legitimate User,moninka64,monica cianchini
344525772,124,186,2464,Legitimate User,valentinofiscon,valentino fiscon
346829273,113,578,812,Legitimate User,luu88luu,✨LuSherazad ✨
347274232,176,494,1142,Legitimate User,sara_perilli,Sara Perilli
348430064,21,80,399,Legitimate User,GeoDiOdoardo,Georgia Di Odoardo
348981732,121,23,144,Legitimate User,italianstaff,NERI :: MOTTA
349204176,1594,1994,2437,Legitimate User,oronloneg,oro nero
349626625,1001,614,6991,Legitimate User,theirvoicesinme,skyscraper.
349929809,66,125,1045,Legitimate User,dvdvassalini,il toso
350160058,237,237,862,Legitimate User,AlexRanuzzi,ranuz11
350244854,80,279,1181,Legitimate User,BrunoLapira,Bruno Lapira
350791585,27,192,106,Legitimate User,sc4cci,elisa scaccianoce
351555225,895,1012,17158,Legitimate User,laltraguanciama,l'altra_guancia_mai
353011489,54,125,2517,Legitimate User,biancoandrea89,andrea bianco
353768504,591,723,11092,Legitimate User,orsettoricky1,Ares Azzolini
354796858,24,118,92,Legitimate User,MargieBaratti,Margherita Baratti
354818247,28,77,635,Legitimate User,Enrico_Bussola,Enrico70
355600495,111,21,2417,Legitimate User,BiondiScrittore,MarioBiondiScrittore
357129429,120,155,1121,Legitimate User,stefano_tripi,Stefano Tripi
358733502,25,112,47,Legitimate User,jacoponmarin,Jacopo Nicolò Marin
359926634,30,84,1421,Legitimate User,samu_179,Samu.
360547500,1082,1225,8021,Legitimate User,demiKris_,Stewart.
361097511,797,925,18427,Legitimate User,61scacorte,Françoise
361746019,47,122,253,Legitimate User,paolaastrici,paola astrici
361784332,184,632,2032,Legitimate User,ingtorri,Momento d'Inerzia
362993719,102,203,231,Legitimate User,EdoPelganta,Edoardo Pelganta
363251033,178,648,2177,Legitimate User,AntonioGrzt,Antonio Grizzuti
363830865,196,329,2487,Legitimate User,MartaGhidini,Green
364111442,85,401,248,Legitimate User,DanieleDeCicco,Daniele De Cicco
364277230,71,110,262,Legitimate User,AnnalisaOrsi,Annalisa Orsi
364323869,199,297,992,Legitimate User,neness1028,Irene Grillotti
364776732,99,341,460,Legitimate User,marcoturr,Marco Turrini
364805437,67,162,1049,Legitimate User,Enrico_Mancini,Enrico Mancini
364851614,124,643,2130,Legitimate User,MrJonesORiley,Edoardo T
365372541,501,528,3701,Legitimate User,_Saleeem_,Fred Modbel
365383515,86,95,3061,Legitimate User,scienziatopazz,scienziatopazzo
365440652,42,79,41,Legitimate User,steth81,Stefano Buda
365622635,175,327,1396,Legitimate User,zetalibera,Ulrich A Zanconato
365665311,70,209,1784,Legitimate User,LeojesusNc70,Leojesus
366116632,378,380,2317,Legitimate User,GianniBvipstaff,Gianni B vipstaff
367240411,120,269,764,Legitimate User,giuliarestelli,Giulia Restelli
368540321,21,45,72,Legitimate User,FrancescoPorzio,Francesco Porzio
368579486,26,51,155,Legitimate User,FedTarquini,Federico Tarquini
369537903,639,355,4001,Legitimate User,bleygrue,AnaÃ¯s Â·Â·
370193929,30,407,410,Legitimate User,Michy_N,Michele Nosari
370625229,344,548,1448,Legitimate User,ImpanatoeFritto,Max
370850929,99,366,807,Legitimate User,BorrelliAngela,angela borrelli
373579998,31,139,411,Legitimate User,Gwinny_forever,Gwinny
373947833,822,170,528,Legitimate User,FrassinettiP,Paola Frassinetti
374062715,41,140,184,Legitimate User,AddRusso,Adriano Russo
374488191,239,775,1066,Legitimate User,Sora_Risiko,Rosa Sirico
375209946,35,104,975,Legitimate User,Sirfia_C,Silvia Cusinato
376425777,92,110,585,Legitimate User,seccojones,Secco Jâ—Žnes â€ 
376677633,115,243,587,Legitimate User,CCastruccio,Carlo Castruccio C.
376705770,222,389,1034,Legitimate User,simoferraro,simoferraro
377304816,3,56,142,Legitimate User,_DANIL0_,MagicDax
377389027,562,626,5804,Legitimate User,Ange_Marino,Angela Marino
377914761,172,535,960,Legitimate User,JenniMorelli,Jenni Morelli
378009515,26,99,18,Legitimate User,Davide_Preti,deiv
379114417,174,307,1747,Legitimate User,DaniloAlonzi,Danilo Alonzi
379260334,56,161,107,Legitimate User,FedericaLanza,Federica Lanza
380015773,256,457,1579,Legitimate User,JessFT10,Jess ♡
380172348,211,388,2775,Legitimate User,La_Maffy,Maffy
380319760,448,1108,5351,Legitimate User,carlacarpani,Carla Carpani
381030516,1781,1275,19775,Legitimate User,notcarrots,#RIPRichardGriffiths
381666513,282,525,2697,Legitimate User,vivianaportesi,νίνчªŋα♬⑦╚їⓖд
381950248,50,304,1049,Legitimate User,gia_facchini,Giallu Facchini
381960133,44,168,882,Legitimate User,Beebe0461,Umberto B
382178634,130,335,939,Legitimate User,Indagastorie,alice dalla vecchia
382271109,76,171,211,Legitimate User,MariachiaraSpar,Mariachiara Sparvoli
383292062,125,300,222,Legitimate User,MarcoPusceddu1,ilPux
