uid,NumberOfFollowers,NumberOfFollowing,NumberOfTweets,Label
395458764,1,513,0,Content Polluter
396755498,5,711,1676,Content Polluter
397497470,5,527,0,Content Polluter
397930399,8,405,1,Content Polluter
398429222,5,957,6,Content Polluter
398813548,17,581,10,Content Polluter
400069220,2,621,8,Content Polluter
401190123,2,606,2,Content Polluter
401287742,5,958,1,Content Polluter
402630337,39,491,304,Content Polluter
404334610,9,450,9,Content Polluter
407371142,13,437,29,Content Polluter
407868184,0,552,979,Content Polluter
411288201,3,407,0,Content Polluter
412025289,15,866,0,Content Polluter
412614875,10,646,1,Content Polluter
413650968,3,459,15,Content Polluter
414022154,3,548,72,Content Polluter
415190109,2,485,5,Content Polluter
415627855,1,530,0,Content Polluter
416995459,5,962,0,Content Polluter
417755580,5,416,3,Content Polluter
420200172,2,571,1,Content Polluter
420658286,27,535,128,Content Polluter
421419585,26,872,27,Content Polluter
422318647,7,952,12,Content Polluter
422395359,14,194,156,Content Polluter
422415442,9,585,5,Content Polluter
422850440,5,653,0,Content Polluter
423342037,21,160,14,Content Polluter
433346840,5,592,828,Content Polluter
433495525,2,554,56,Content Polluter
435591257,3,527,2,Content Polluter
435599018,2,572,323,Content Polluter
435740269,9,564,4,Content Polluter
442508258,8,478,15,Content Polluter
442773631,27,650,41,Content Polluter
443037335,1,519,245,Content Polluter
444175307,12,510,4,Content Polluter
445718322,3,364,1,Content Polluter
447009557,1,610,178,Content Polluter
448116475,2,584,34,Content Polluter
448310199,14,410,548,Content Polluter
450179797,15,289,76,Content Polluter
451920644,56,492,190,Content Polluter
452825048,2,611,0,Content Polluter
454616346,18,738,17,Content Polluter
454919703,9,438,65,Content Polluter
455070011,5,534,0,Content Polluter
457013718,3,446,12,Content Polluter
460188434,4,362,12,Content Polluter
460577572,15,589,201,Content Polluter
463203300,2,571,5,Content Polluter
465998255,4,476,5,Content Polluter
466557338,32,496,36,Content Polluter
468338356,10,539,1,Content Polluter
469178446,7,601,2,Content Polluter
469578533,5,601,9,Content Polluter
475035176,16,420,112,Content Polluter
475549626,2,517,93,Content Polluter
479340177,5,604,1215,Content Polluter
479630075,4,492,12,Content Polluter
481928900,3,390,56,Content Polluter
486647349,1107,699,55,Content Polluter
487650514,9,583,1,Content Polluter
487827567,10,469,25,Content Polluter
490713181,20,572,162,Content Polluter
490960729,8,594,2,Content Polluter
491750411,9,534,0,Content Polluter
499854962,4,540,2,Content Polluter
501962011,11,533,1,Content Polluter
503624688,1,412,27,Content Polluter
504867024,4,581,0,Content Polluter
506275240,8,554,672,Content Polluter
508032449,3,567,0,Content Polluter
509038409,0,479,0,Content Polluter
511263887,20,381,67,Content Polluter
512084670,5,564,652,Content Polluter
514736144,9,436,8,Content Polluter
514818877,7,211,57,Content Polluter
515730170,4,530,0,Content Polluter
520214369,17,499,27,Content Polluter
520701091,4,274,0,Content Polluter
523035519,2,623,4,Content Polluter
523607344,6,400,0,Content Polluter
529329358,2,600,0,Content Polluter
534488325,4,574,0,Content Polluter
537276941,4,570,14,Content Polluter
538558418,9,603,4,Content Polluter
542412215,7,576,0,Content Polluter
544481555,10,695,899,Content Polluter
544610571,1,548,0,Content Polluter
544805302,0,537,1,Content Polluter
545540431,3,415,0,Content Polluter
545647644,3,577,17,Content Polluter
546818678,2,456,1,Content Polluter
547113501,5,439,17,Content Polluter
548300100,4,527,240,Content Polluter
550717230,9,488,3,Content Polluter
553924029,4,362,0,Content Polluter
554590139,5,664,111,Content Polluter
555263333,5,346,2,Content Polluter
558153258,7,583,4,Content Polluter
562152074,21,125,4,Content Polluter
563363271,3,460,6,Content Polluter
563914220,2,554,1,Content Polluter
564015559,0,475,3,Content Polluter
566429313,2,478,11,Content Polluter
569994470,9,622,2,Content Polluter
571300851,7,603,7,Content Polluter
580423549,5,504,1,Content Polluter
582554537,4,448,2,Content Polluter
582855209,5,569,0,Content Polluter
584681101,3,616,17,Content Polluter
585883867,17,592,97,Content Polluter
586738651,8,590,0,Content Polluter
588962156,27,307,6,Content Polluter
590916061,2,593,68,Content Polluter
597614760,14,422,8,Content Polluter
605294402,3,441,1,Content Polluter
607732940,5,435,6,Content Polluter
611238815,6,550,29,Content Polluter
611817370,16,505,106,Content Polluter
626820204,11,535,3,Content Polluter
630700348,4,570,5,Content Polluter
635863952,4,366,0,Content Polluter
717691526,6,613,71,Content Polluter
735242102,27,556,18,Content Polluter
759191942,11,440,5,Content Polluter
764770615,8,627,6,Content Polluter
794003875,10,577,8,Content Polluter
837889771,38,518,244,Content Polluter
845770021,1,421,11,Content Polluter
858707286,72,1295,24,Content Polluter
869150966,1624,524,77,Content Polluter
909766628,5,325,2,Content Polluter
921913526,1,444,7,Content Polluter
936112358,8,393,1,Content Polluter
951793016,46,514,55,Content Polluter
966110664,0,194,39,Content Polluter
973256785,2,344,0,Content Polluter
989855300,7,446,4,Content Polluter
1013213588,4,337,0,Content Polluter
1017855660,3,426,1,Content Polluter
1023549769,2,493,9,Content Polluter
1030686715,6,130,10,Content Polluter
1098285654,2,325,1,Content Polluter
1122936860,2,307,6,Content Polluter
1129397028,2,314,1,Content Polluter
1151673038,6,482,5,Content Polluter
1281271908,137,414,207,Content Polluter
